,season,player_id,player,pos,age,tm,g,gs,mp_per_game,fg_per_game,fga_per_game,fg_percent,x3p_percent,x2p_percent,e_fg_percent,ft_percent,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,pts_per_game
567,2023,4561,Ryan Arcidiacono,PG,28.0,TOT,20,4.0,8.6,0.5,1.9,0.243,0.348,0.071,0.351,1000.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3
570,2023,5095,Ryan Rollins,PG,20.0,GSW,12,0.0,5.2,0.6,1.7,0.35,0.333,0.364,0.425,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9
571,2023,4881,Saben Lee,PG,23.0,TOT,25,1.0,14.9,2.0,4.8,0.405,0.367,0.418,0.45,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0
574,2023,4882,Saddiq Bey,SF,23.0,TOT,77,37.0,27.6,4.6,10.9,0.422,0.361,0.483,0.513,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8
577,2023,5003,Sam Hauser,PF,25.0,BOS,80,8.0,16.1,2.3,5.0,0.455,0.418,0.656,0.631,0.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4
578,2023,4883,Sam Merrill,SG,26.0,CLE,5,0.0,11.8,1.8,4.4,0.409,0.278,1.0,0.523,1.0,0.0,1.8,1.8,1.0,0.8,0.0,0.0,0.6,5.0
579,2023,5004,Sandro Mamukelashvili,C,23.0,TOT,43,7.0,15.3,2.3,5.3,0.422,0.303,0.511,0.487,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1
582,2023,5005,Santi Aldama,PF,22.0,MEM,77,20.0,21.8,3.2,6.8,0.47,0.353,0.591,0.56,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0
583,2023,5006,Scottie Barnes,PF,21.0,TOR,77,76.0,34.8,6.0,13.2,0.456,0.281,0.505,0.487,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2,15.3
584,2023,5096,Scotty Pippen Jr.,PG,22.0,LAL,6,0.0,5.3,0.7,2.0,0.333,0.333,0.333,0.375,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3
585,2023,3902,Serge Ibaka,C,33.0,MIL,16,0.0,11.6,1.6,3.4,0.481,0.333,0.556,0.537,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1
586,2023,4203,Seth Curry,SG,32.0,BRK,61,7.0,19.9,3.4,7.4,0.463,0.405,0.525,0.568,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2
587,2023,5097,Shaedon Sharpe,SG,19.0,POR,80,15.0,22.2,3.8,8.1,0.472,0.36,0.559,0.551,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9
588,2023,4670,Shai Gilgeous-Alexander,PG,24.0,OKC,68,68.0,35.5,10.4,20.3,0.51,0.345,0.533,0.531,0.905,0.9,4.0,4.8,5.5,1.6,1.0,2.8,2.8,31.4
589,2023,4671,Shake Milton,SG,26.0,PHI,76,11.0,20.6,3.2,6.6,0.479,0.378,0.521,0.535,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,1.6,8.4
590,2023,4563,Shaquille Harrison,SG,29.0,POR,5,0.0,24.0,3.0,7.2,0.417,0.3,0.462,0.458,0.733,0.2,4.2,4.4,6.0,2.2,0.4,1.2,2.4,8.8
591,2023,5098,Simone Fontecchio,SF,27.0,UTA,52,6.0,14.7,2.2,6.0,0.369,0.33,0.43,0.47,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3
592,2023,4885,Skylar Mays,SG,25.0,POR,6,6.0,31.5,5.7,11.3,0.5,0.462,0.524,0.588,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3
593,2023,4291,Spencer Dinwiddie,PG,29.0,TOT,79,79.0,34.5,5.8,13.3,0.438,0.369,0.498,0.524,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3
596,2023,4364,Stanley Johnson,SF,26.0,SAS,30,0.0,15.6,2.2,4.1,0.533,0.45,0.573,0.607,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8
597,2023,5099,Stanley Umude,SG,23.0,DET,1,0.0,2.0,0.0,1.0,0.0,0.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
598,2023,3903,Stephen Curry,PG,34.0,GSW,56,56.0,34.7,10.0,20.2,0.493,0.427,0.579,0.614,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4
599,2023,4565,Sterling Brown,SG,27.0,LAL,4,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.0,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0
600,2023,4208,Steven Adams,C,29.0,MEM,42,42.0,27.0,3.7,6.3,0.597,0.0,0.599,0.597,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6
601,2023,4672,Svi Mykhailiuk,SF,25.0,TOT,32,8.0,14.6,2.4,5.4,0.445,0.424,0.473,0.566,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9
604,2023,4365,T.J. McConnell,PG,30.0,IND,75,6.0,20.3,3.8,6.9,0.543,0.441,0.556,0.568,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7
605,2023,4292,T.J. Warren,PF-SF,29.0,TOT,42,0.0,16.4,3.1,6.4,0.489,0.328,0.542,0.53,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5
608,2023,3905,Taj Gibson,C,37.0,WAS,49,2.0,9.8,1.3,2.6,0.52,0.333,0.564,0.552,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4
609,2023,4789,Talen Horton-Tucker,SG,22.0,UTA,65,20.0,20.2,4.0,9.4,0.419,0.286,0.485,0.467,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7
610,2023,5100,Tari Eason,PF,21.0,HOU,82,5.0,21.5,3.6,8.0,0.448,0.343,0.486,0.493,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,2.3,9.3
611,2023,4450,Taurean Prince,SF,28.0,MIN,54,4.0,22.1,3.3,7.0,0.467,0.381,0.557,0.565,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1
612,2023,4791,Terance Mann,SG,26.0,LAC,81,36.0,23.1,3.4,6.5,0.519,0.389,0.598,0.593,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8
613,2023,4792,Terence Davis,SG,25.0,SAC,64,5.0,13.1,2.4,5.7,0.423,0.366,0.537,0.545,0.791,0.3,1.9,2.2,1.0,0.7,0.2,0.8,1.6,6.7
614,2023,4131,Terrence Ross,SG,31.0,TOT,63,9.0,21.1,3.2,7.4,0.43,0.368,0.507,0.532,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3
617,2023,4366,Terry Rozier,SG,28.0,CHO,63,63.0,35.3,7.8,18.9,0.415,0.327,0.48,0.484,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1
618,2023,5010,Terry Taylor,PF,23.0,TOT,31,2.0,8.5,1.3,2.4,0.52,0.263,0.607,0.553,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9
621,2023,3791,Thaddeus Young,PF,34.0,TOR,54,9.0,14.7,2.0,3.7,0.545,0.176,0.622,0.561,0.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4
622,2023,4367,Thanasis Antetokounmpo,SF,30.0,MIL,37,0.0,5.6,0.5,1.2,0.435,0.0,0.526,0.435,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4
623,2023,4886,Théo Maledon,PG,21.0,CHO,44,7.0,19.4,2.3,5.8,0.402,0.295,0.465,0.457,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7
624,2023,4674,Theo Pinson,SG,27.0,DAL,40,1.0,8.1,0.8,2.2,0.356,0.355,0.36,0.483,0.846,0.3,1.3,1.6,1.2,0.2,0.0,0.3,0.9,2.4
625,2023,4568,Thomas Bryant,C,25.0,TOT,59,26.0,18.3,3.9,6.3,0.623,0.441,0.658,0.659,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8
628,2023,4209,Tim Hardaway Jr.,SG,30.0,DAL,71,45.0,30.3,4.8,11.9,0.401,0.385,0.431,0.527,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4
629,2023,4055,Tobias Harris,PF,30.0,PHI,74,74.0,32.9,5.7,11.4,0.501,0.389,0.57,0.575,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2.0,14.7
630,2023,4569,Tony Bradley,C,25.0,CHI,12,0.0,2.8,0.5,1.0,0.5,0.6,0.429,0.625,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6
631,2023,4570,Torrey Craig,SF,32.0,PHO,79,60.0,24.7,2.9,6.3,0.456,0.395,0.518,0.556,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4
632,2023,4676,Trae Young,PG,24.0,ATL,73,73.0,34.8,8.2,19.0,0.429,0.335,0.476,0.485,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2
633,2023,4887,Tre Jones,PG,23.0,SAS,68,65.0,29.2,5.0,10.9,0.459,0.285,0.506,0.489,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9
634,2023,5012,Tre Mann,PG,21.0,OKC,67,5.0,17.7,2.9,7.5,0.393,0.315,0.475,0.474,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7
635,2023,5014,Trendon Watford,PF,22.0,POR,62,12.0,19.1,2.9,5.2,0.56,0.391,0.602,0.599,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4
636,2023,4888,Trent Forrest,PG,24.0,ATL,23,3.0,12.0,1.1,2.6,0.417,0.0,0.431,0.417,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,0.7,2.3
637,2023,5015,Trevelin Queen,SG,25.0,IND,7,0.0,10.0,1.0,4.1,0.241,0.133,0.357,0.276,1.0,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0
638,2023,5101,Trevor Hudgins,PG,23.0,HOU,5,0.0,5.6,0.4,1.8,0.222,0.25,0.0,0.333,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8
639,2023,5102,Trevor Keels,SG,19.0,NYK,3,0.0,2.7,0.3,1.3,0.25,0.25,1000.0,0.375,1000.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0
640,2023,4369,Trey Lyles,PF,27.0,SAC,74,0.0,16.9,2.5,5.5,0.458,0.363,0.595,0.565,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6
641,2023,5016,Trey Murphy III,SF,22.0,NOP,79,65.0,31.0,4.9,10.1,0.484,0.406,0.611,0.61,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5
642,2023,4678,Troy Brown Jr.,SF,23.0,LAL,76,45.0,24.5,2.6,6.1,0.43,0.381,0.505,0.545,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1
643,2023,4794,Ty Jerome,SG,25.0,GSW,45,2.0,18.1,2.6,5.4,0.488,0.389,0.546,0.56,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9
644,2023,4573,Tyler Dorsey,SG,26.0,DAL,3,0.0,2.7,1.3,1.7,0.8,0.5,1.0,0.9,1000.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0
645,2023,4796,Tyler Herro,SG,23.0,MIA,67,67.0,34.9,7.3,16.6,0.439,0.378,0.497,0.531,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1
646,2023,4892,Tyrese Haliburton,PG,22.0,IND,56,56.0,33.6,7.4,15.0,0.49,0.4,0.572,0.586,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7
647,2023,5103,Tyrese Martin,SG,23.0,ATL,16,0.0,4.1,0.6,1.4,0.391,0.143,0.5,0.413,1.0,0.3,0.4,0.8,0.1,0.1,0.0,0.1,0.1,1.3
648,2023,4893,Tyrese Maxey,SG,22.0,PHI,60,41.0,33.6,7.3,15.2,0.481,0.434,0.513,0.568,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3
649,2023,5104,TyTy Washington Jr.,PG,21.0,HOU,31,2.0,14.0,1.9,5.2,0.363,0.238,0.488,0.422,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7
650,2023,4370,Tyus Jones,PG,26.0,MEM,80,22.0,24.3,3.9,8.9,0.438,0.371,0.495,0.523,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3
651,2023,4894,Udoka Azubuike,C,23.0,UTA,36,4.0,10.0,1.6,2.0,0.819,1000.0,0.819,0.819,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5
652,2023,3491,Udonis Haslem,C,42.0,MIA,7,1.0,10.1,1.4,4.1,0.345,0.333,0.35,0.397,0.8,0.6,1.0,1.6,0.0,0.1,0.3,0.1,1.6,3.9
653,2023,5018,Usman Garuba,PF,20.0,HOU,75,1.0,12.9,1.1,2.4,0.486,0.407,0.525,0.554,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,1.8,3.0
654,2023,4895,Vernon Carey Jr.,C,21.0,WAS,11,0.0,2.5,0.2,0.7,0.25,1000.0,0.25,0.25,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,0.5
655,2023,4217,Victor Oladipo,SG,30.0,MIA,42,2.0,26.3,3.8,9.6,0.397,0.33,0.471,0.484,0.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,2.4,10.7
656,2023,5105,Vince Williams Jr.,SG,22.0,MEM,15,1.0,7.0,0.8,2.7,0.3,0.143,0.667,0.35,1.0,0.3,0.7,1.0,0.3,0.4,0.1,0.3,0.8,2.0
657,2023,5019,Vit Krejci,PG,22.0,ATL,29,0.0,5.7,0.5,1.3,0.405,0.238,0.625,0.473,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2
658,2023,4799,Vlatko Čančar,PF,25.0,DEN,60,9.0,14.8,1.8,3.8,0.476,0.374,0.58,0.57,0.927,0.4,1.7,2.1,1.3,0.4,0.2,0.6,1.4,5.0
659,2023,5106,Walker Kessler,C,21.0,UTA,74,40.0,23.0,4.0,5.6,0.72,0.333,0.723,0.721,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2
660,2023,4682,Wendell Carter Jr.,C,23.0,ORL,57,54.0,29.6,5.6,10.8,0.525,0.356,0.624,0.591,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2
661,2023,5107,Wendell Moore Jr.,SG,21.0,MIN,29,2.0,5.3,0.6,1.5,0.419,0.118,0.615,0.442,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4
662,2023,4800,Wenyen Gabriel,PF,25.0,LAL,68,2.0,15.1,2.3,3.8,0.596,0.278,0.647,0.615,0.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,2.1,5.5
663,2023,3914,Wesley Matthews,SG,36.0,MIL,52,0.0,15.8,1.1,3.1,0.363,0.315,0.528,0.484,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4
664,2023,4140,Will Barton,SG,32.0,TOT,56,2.0,17.7,2.5,6.5,0.379,0.367,0.391,0.47,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,1.0,6.8
667,2023,4460,Willy Hernangómez,C,28.0,NOP,38,2.0,12.1,2.3,4.4,0.527,0.273,0.544,0.536,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1.0,1.7,6.9
668,2023,5108,Xavier Cooks,PF,27.0,WAS,10,1.0,12.6,1.7,2.8,0.607,0.0,0.63,0.607,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8
669,2023,5020,Xavier Moon,SG,28.0,LAC,4,0.0,5.0,0.8,2.3,0.333,0.333,0.333,0.389,1000.0,0.0,0.8,0.8,1.3,0.0,0.0,0.3,0.5,1.8
670,2023,5021,Xavier Sneed,SF,25.0,CHO,4,0.0,12.0,1.3,2.5,0.5,0.5,0.5,0.65,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3
671,2023,4897,Xavier Tillman Sr.,PF,24.0,MEM,61,29.0,19.3,3.1,5.0,0.614,0.267,0.632,0.621,0.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0
672,2023,4684,Yuta Watanabe,SF,28.0,BRK,58,1.0,16.0,2.0,4.0,0.491,0.444,0.557,0.621,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6
673,2023,4580,Zach Collins,C,25.0,SAS,63,26.0,22.9,4.5,8.7,0.518,0.374,0.571,0.568,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,3.2,11.6
674,2023,4299,Zach LaVine,SG,27.0,CHI,77,77.0,35.9,8.7,18.0,0.485,0.375,0.556,0.558,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8
675,2023,4898,Zeke Nnaji,PF,22.0,DEN,53,5.0,13.7,2.1,3.7,0.561,0.262,0.71,0.605,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2.0,5.2
676,2023,5024,Ziaire Williams,SF,21.0,MEM,37,4.0,15.2,2.3,5.3,0.429,0.258,0.596,0.492,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7
677,2023,4803,Zion Williamson,PF,22.0,NOP,29,29.0,33.0,9.8,16.2,0.608,0.368,0.618,0.615,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0
